Международная классификация болезней – Онкология (3 издание). Морфологические коды,Международная классификация болезней – Онкология (3 издание). Морфологические коды,Международная классификация болезней – Онкология (3 издание). Топографические коды,Международная классификация болезней – Онкология (3 издание). Топографические коды
1.2.643.5.1.13.13.11.1486,1.2.643.5.1.13.13.11.1486,1.2.643.5.1.13.13.11.1487,1.2.643.5.1.13.13.11.1487
ID,CODE,ID,CODE
341,8470/3,356,C71.1
353,8490/6,356,C71.1
355,8500/2,356,C71.1
325,8450/3,356,C71.1
326,8451/1,356,C71.1
327,8452/1,356,C71.1
328,8452/3,356,C71.1
344,8472/1,356,C71.1
329,8453/0,356,C71.1
339,8470/0,356,C71.1
330,8453/2,356,C71.1
331,8453/3,356,C71.1
332,8454/0,356,C71.1
1169,8460/2,356,C71.1
334,8460/3,356,C71.1
335,8461/0,356,C71.1
336,8461/3,356,C71.1
356,8500/3,356,C71.1
201,8260/0,357,C71.2
207,8263/0,357,C71.2
206,8262/3,357,C71.2
205,8261/3,357,C71.2
204,8261/2,357,C71.2
203,8261/0,357,C71.2
202,8260/3,357,C71.2
1155,8260/1,357,C71.2
1154,8257/3,357,C71.2
1153,8256/3,357,C71.2
200,8255/3,357,C71.2
199,8254/3,357,C71.2
208,8263/2,357,C71.2
1152,8253/2,357,C71.2
215,8272/0,357,C71.2
197,8252/3,357,C71.2
196,8251/3,357,C71.2
198,8253/3,357,C71.2
1156,8273/3,357,C71.2
224,8300/3,357,C71.2
223,8300/0,357,C71.2
222,8290/3,357,C71.2
221,8290/0,357,C71.2
220,8281/3,357,C71.2
219,8281/0,357,C71.2
213,8270/3,357,C71.2
217,8280/0,357,C71.2
209,8263/3,357,C71.2
216,8272/3,357,C71.2
190,8247/3,357,C71.2
214,8271/0,357,C71.2
195,8251/0,357,C71.2
212,8270/0,357,C71.2
211,8265/3,357,C71.2
210,8264/0,357,C71.2
218,8280/3,357,C71.2
167,8211/3,357,C71.2
192,8249/3,357,C71.2
174,8220/3,357,C71.2
173,8220/0,357,C71.2
172,8215/3,357,C71.2
171,8214/3,357,C71.2
170,8213/3,357,C71.2
176,8221/3,357,C71.2
168,8212/0,357,C71.2
177,8230/2,357,C71.2
166,8211/0,357,C71.2
165,8210/3,357,C71.2
164,8210/2,357,C71.2
163,8210/0,357,C71.2
162,8204/0,357,C71.2
161,8202/0,357,C71.2
160,8201/3,357,C71.2
169,8213/0,357,C71.2
187,8245/1,357,C71.2
1151,8250/2,357,C71.2
193,8250/1,357,C71.2
1150,8250/0,357,C71.2
225,8310/0,357,C71.2
191,8248/1,357,C71.2
231,8313/3,357,C71.2
175,8221/0,357,C71.2
188,8245/3,357,C71.2
194,8250/3,357,C71.2
186,8244/3,357,C71.2
185,8243/3,357,C71.2
184,8242/3,357,C71.2
182,8241/3,357,C71.2
181,8240/3,357,C71.2
179,8231/3,357,C71.2
178,8230/3,357,C71.2
189,8246/3,357,C71.2
1164,8349/1,357,C71.2
229,8313/0,357,C71.2
271,8372/0,357,C71.2
270,8371/0,357,C71.2
269,8370/3,357,C71.2
268,8370/0,357,C71.2
267,8361/0,357,C71.2
273,8374/0,357,C71.2
265,8350/3,357,C71.2
274,8375/0,357,C71.2
1163,8348/1,357,C71.2
264,8347/3,357,C71.2
263,8346/3,357,C71.2
262,8345/3,357,C71.2
261,8344/3,357,C71.2
260,8343/3,357,C71.2
259,8342/3,357,C71.2
266,8360/1,357,C71.2
281,8382/3,357,C71.2
290,8400/1,357,C71.2
289,8400/0,357,C71.2
288,8392/0,357,C71.2
287,8391/0,357,C71.2
286,8390/3,357,C71.2
285,8390/0,357,C71.2
272,8373/0,357,C71.2
282,8383/3,357,C71.2
1162,8339/3,357,C71.2
280,8381/3,357,C71.2
279,8381/1,357,C71.2
278,8381/0,357,C71.2
277,8380/3,357,C71.2
1165,8380/2,357,C71.2
276,8380/1,357,C71.2
275,8380/0,357,C71.2
283,8384/3,357,C71.2
233,8315/3,357,C71.2
240,8322/0,357,C71.2
239,8321/0,357,C71.2
238,8320/3,357,C71.2
237,8319/3,357,C71.2
236,8318/3,357,C71.2
235,8317/3,357,C71.2
258,8341/3,357,C71.2
1158,8316/1,357,C71.2
1159,8323/1,357,C71.2
232,8314/3,357,C71.2
152,8175/3,357,C71.2
230,8313/1,357,C71.2
159,8201/2,357,C71.2
228,8312/3,357,C71.2
1157,8311/3,357,C71.2
227,8311/1,357,C71.2
234,8316/3,357,C71.2
249,8331/3,357,C71.2
226,8310/3,357,C71.2
256,8337/3,357,C71.2
1161,8336/1,357,C71.2
254,8335/3,357,C71.2
1160,8335/1,357,C71.2
253,8334/0,357,C71.2
252,8333/3,357,C71.2
241,8322/3,357,C71.2
250,8332/3,357,C71.2
242,8323/0,357,C71.2
248,8330/3,357,C71.2
247,8330/1,357,C71.2
246,8330/0,357,C71.2
245,8325/0,357,C71.2
244,8324/0,357,C71.2
243,8323/3,357,C71.2
257,8340/3,357,C71.2
251,8333/0,357,C71.2
56,8070/3,357,C71.2
51,8052/2,357,C71.2
61,8074/3,357,C71.2
60,8073/3,357,C71.2
59,8072/3,357,C71.2
1141,8072/0,357,C71.2
58,8071/3,357,C71.2
63,8076/2,357,C71.2
57,8070/6,357,C71.2
64,8076/3,357,C71.2
55,8070/2,357,C71.2
1139,8070/0,357,C71.2
54,8060/0,357,C71.2
1138,8054/3,357,C71.2
1137,8054/0,357,C71.2
53,8053/0,357,C71.2
154,8190/0,357,C71.2
1140,8071/2,357,C71.2
1142,8084/0,357,C71.2
78,8093/3,357,C71.2
77,8092/3,357,C71.2
76,8091/3,357,C71.2
75,8090/3,357,C71.2
74,8090/1,357,C71.2
1144,8086/3,357,C71.2
62,8075/3,357,C71.2
72,8084/3,357,C71.2
50,8052/0,357,C71.2
71,8083/3,357,C71.2
70,8082/3,357,C71.2
69,8081/2,357,C71.2
68,8080/2,357,C71.2
67,8078/3,357,C71.2
66,8077/2,357,C71.2
65,8077/0,357,C71.2
1143,8085/3,357,C71.2
23,8012/3,357,C71.2
52,8052/3,357,C71.2
1136,8023/3,357,C71.2
29,8022/3,357,C71.2
28,8021/3,357,C71.2
27,8020/3,357,C71.2
26,8015/3,357,C71.2
31,8031/3,357,C71.2
24,8013/3,357,C71.2
32,8032/3,357,C71.2
22,8011/3,357,C71.2
21,8011/0,357,C71.2
20,8010/9,357,C71.2
19,8010/6,357,C71.2
18,8010/3,357,C71.2
17,8010/2,357,C71.2
16,8010/0,357,C71.2
25,8014/3,357,C71.2
40,8043/3,357,C71.2
49,8051/3,357,C71.2
48,8051/0,357,C71.2
47,8050/3,357,C71.2
46,8050/2,357,C71.2
45,8050/0,357,C71.2
43,8046/3,357,C71.2
30,8030/3,357,C71.2
41,8044/3,357,C71.2
81,8096/0,357,C71.2
39,8042/3,357,C71.2
38,8041/3,357,C71.2
37,8040/1,357,C71.2
36,8040/0,357,C71.2
35,8035/3,357,C71.2
34,8034/3,357,C71.2
33,8033/3,357,C71.2
42,8045/3,357,C71.2
125,8150/3,357,C71.2
79,8094/3,357,C71.2
1149,8158/3,357,C71.2
136,8156/3,357,C71.2
134,8155/3,357,C71.2
132,8154/3,357,C71.2
131,8153/3,357,C71.2
139,8160/3,357,C71.2
127,8151/3,357,C71.2
140,8161/0,357,C71.2
123,8150/0,357,C71.2
122,8149/0,357,C71.2
121,8148/2,357,C71.2
120,8148/0,357,C71.2
119,8147/3,357,C71.2
118,8147/0,357,C71.2
117,8146/0,357,C71.2
129,8152/3,357,C71.2
148,8171/3,357,C71.2
157,8200/0,357,C71.2
156,8191/0,357,C71.2
155,8190/3,357,C71.2
153,8180/3,357,C71.2
293,8401/3,357,C71.2
151,8174/3,357,C71.2
138,8160/0,357,C71.2
149,8172/3,357,C71.2
1148,8144/0,357,C71.2
147,8170/3,357,C71.2
146,8170/0,357,C71.2
145,8163/3,357,C71.2
144,8163/2,357,C71.2
143,8163/0,357,C71.2
142,8162/3,357,C71.2
141,8161/3,357,C71.2
150,8173/3,357,C71.2
87,8102/3,357,C71.2
95,8120/3,357,C71.2
94,8120/2,357,C71.2
92,8120/0,357,C71.2
90,8110/3,357,C71.2
89,8110/0,357,C71.2
1147,8104/0,357,C71.2
116,8145/3,357,C71.2
88,8103/0,357,C71.2
98,8121/3,357,C71.2
86,8102/0,357,C71.2
85,8101/0,357,C71.2
1145,8100/3,357,C71.2
84,8100/0,357,C71.2
83,8098/3,357,C71.2
82,8097/3,357,C71.2
158,8200/3,357,C71.2
1146,8103/1,357,C71.2
105,8131/3,357,C71.2
80,8095/3,357,C71.2
114,8143/3,357,C71.2
113,8142/3,357,C71.2
112,8141/3,357,C71.2
111,8140/6,357,C71.2
110,8140/3,357,C71.2
109,8140/2,357,C71.2
96,8121/0,357,C71.2
107,8140/0,357,C71.2
97,8121/1,357,C71.2
104,8130/3,357,C71.2
103,8130/2,357,C71.2
102,8130/1,357,C71.2
101,8124/3,357,C71.2
100,8123/3,357,C71.2
99,8122/3,357,C71.2
115,8144/3,357,C71.2
108,8140/1,357,C71.2
1175,8509/3,357,C71.2
358,8501/3,357,C71.2
382,8530/3,357,C71.2
381,8525/3,357,C71.2
380,8524/3,357,C71.2
379,8523/3,357,C71.2
378,8522/3,357,C71.2
377,8522/2,357,C71.2
376,8521/3,357,C71.2
375,8520/3,357,C71.2
374,8520/2,357,C71.2
1176,8519/2,357,C71.2
373,8514/3,357,C71.2
372,8513/3,357,C71.2
384,8541/3,357,C71.2
366,8505/0,357,C71.2
359,8502/3,357,C71.2
360,8503/0,357,C71.2
361,8503/2,357,C71.2
362,8503/3,357,C71.2
363,8504/0,357,C71.2
371,8512/3,357,C71.2
365,8504/3,357,C71.2
370,8510/3,357,C71.2
367,8506/0,357,C71.2
368,8507/2,357,C71.2
1173,8507/3,357,C71.2
369,8508/3,357,C71.2
1174,8509/2,357,C71.2
385,8542/3,357,C71.2
364,8504/2,357,C71.2
403,8575/3,357,C71.2
291,8400/3,357,C71.2
292,8401/0,357,C71.2
422,8589/3,357,C71.2
421,8588/3,357,C71.2
420,8587/0,357,C71.2
419,8586/3,357,C71.2
418,8585/3,357,C71.2
416,8584/3,357,C71.2
414,8583/3,357,C71.2
412,8582/3,357,C71.2
410,8581/3,357,C71.2
408,8580/3,357,C71.2
407,8580/1,357,C71.2
383,8540/3,357,C71.2
397,8562/3,357,C71.2
386,8543/3,357,C71.2
388,8550/0,357,C71.2
389,8550/1,357,C71.2
391,8551/3,357,C71.2
394,8560/0,357,C71.2
406,8580/0,357,C71.2
396,8561/0,357,C71.2
404,8576/3,357,C71.2
398,8570/3,357,C71.2
399,8571/3,357,C71.2
400,8572/3,357,C71.2
401,8573/3,357,C71.2
402,8574/3,357,C71.2
390,8550/3,357,C71.2
395,8560/3,357,C71.2
1167,8409/2,357,C71.2
321,8442/1,357,C71.2
320,8441/3,357,C71.2
1168,8441/2,357,C71.2
319,8441/0,357,C71.2
318,8440/3,357,C71.2
317,8440/0,357,C71.2
315,8430/3,357,C71.2
314,8430/1,357,C71.2
312,8420/3,357,C71.2
311,8420/0,357,C71.2
310,8413/3,357,C71.2
309,8410/3,357,C71.2
322,8443/0,357,C71.2
307,8409/3,357,C71.2
306,8409/0,357,C71.2
305,8408/3,357,C71.2
302,8407/3,357,C71.2
301,8407/0,357,C71.2
1166,8406/3,357,C71.2
300,8406/0,357,C71.2
299,8405/0,357,C71.2
298,8404/0,357,C71.2
297,8403/3,357,C71.2
296,8403/0,357,C71.2
295,8402/3,357,C71.2
357,8501/2,357,C71.2
392,8552/3,357,C71.2
294,8402/0,357,C71.2
308,8410/0,357,C71.2
340,8470/2,357,C71.2
352,8490/3,357,C71.2
351,8482/3,357,C71.2
350,8481/3,357,C71.2
349,8480/6,357,C71.2
348,8480/3,357,C71.2
347,8480/1,357,C71.2
346,8480/0,357,C71.2
1172,8474/3,357,C71.2
1171,8474/1,357,C71.2
1170,8474/0,357,C71.2
303,8408/0,357,C71.2
324,8450/0,357,C71.2
341,8470/3,357,C71.2
353,8490/6,357,C71.2
355,8500/2,357,C71.2
325,8450/3,357,C71.2
326,8451/1,357,C71.2
327,8452/1,357,C71.2
328,8452/3,357,C71.2
344,8472/1,357,C71.2
329,8453/0,357,C71.2
339,8470/0,357,C71.2
330,8453/2,357,C71.2
331,8453/3,357,C71.2
332,8454/0,357,C71.2
1169,8460/2,357,C71.2
334,8460/3,357,C71.2
335,8461/0,357,C71.2
336,8461/3,357,C71.2
356,8500/3,357,C71.2
201,8260/0,358,C71.3
207,8263/0,358,C71.3
206,8262/3,358,C71.3
205,8261/3,358,C71.3
204,8261/2,358,C71.3
203,8261/0,358,C71.3
202,8260/3,358,C71.3
1155,8260/1,358,C71.3
1154,8257/3,358,C71.3
1153,8256/3,358,C71.3
200,8255/3,358,C71.3
199,8254/3,358,C71.3
208,8263/2,358,C71.3
1152,8253/2,358,C71.3
215,8272/0,358,C71.3
197,8252/3,358,C71.3
196,8251/3,358,C71.3
198,8253/3,358,C71.3
1156,8273/3,358,C71.3
224,8300/3,358,C71.3
223,8300/0,358,C71.3
222,8290/3,358,C71.3
221,8290/0,358,C71.3
220,8281/3,358,C71.3
219,8281/0,358,C71.3
213,8270/3,358,C71.3
217,8280/0,358,C71.3
209,8263/3,358,C71.3
216,8272/3,358,C71.3
190,8247/3,358,C71.3
214,8271/0,358,C71.3
195,8251/0,358,C71.3
212,8270/0,358,C71.3
211,8265/3,358,C71.3
210,8264/0,358,C71.3
218,8280/3,358,C71.3
167,8211/3,358,C71.3
192,8249/3,358,C71.3
174,8220/3,358,C71.3
173,8220/0,358,C71.3
172,8215/3,358,C71.3
171,8214/3,358,C71.3
170,8213/3,358,C71.3
176,8221/3,358,C71.3
168,8212/0,358,C71.3
177,8230/2,358,C71.3
166,8211/0,358,C71.3
165,8210/3,358,C71.3
164,8210/2,358,C71.3
163,8210/0,358,C71.3
162,8204/0,358,C71.3
161,8202/0,358,C71.3
160,8201/3,358,C71.3
169,8213/0,358,C71.3
187,8245/1,358,C71.3
1151,8250/2,358,C71.3
193,8250/1,358,C71.3
1150,8250/0,358,C71.3
225,8310/0,358,C71.3
191,8248/1,358,C71.3
231,8313/3,358,C71.3
175,8221/0,358,C71.3
188,8245/3,358,C71.3
194,8250/3,358,C71.3
186,8244/3,358,C71.3
185,8243/3,358,C71.3
184,8242/3,358,C71.3
182,8241/3,358,C71.3
181,8240/3,358,C71.3
179,8231/3,358,C71.3
178,8230/3,358,C71.3
189,8246/3,358,C71.3
1164,8349/1,358,C71.3
229,8313/0,358,C71.3
271,8372/0,358,C71.3
270,8371/0,358,C71.3
269,8370/3,358,C71.3
268,8370/0,358,C71.3
267,8361/0,358,C71.3
273,8374/0,358,C71.3
265,8350/3,358,C71.3
274,8375/0,358,C71.3
1163,8348/1,358,C71.3
264,8347/3,358,C71.3
263,8346/3,358,C71.3
262,8345/3,358,C71.3
261,8344/3,358,C71.3
260,8343/3,358,C71.3
259,8342/3,358,C71.3
266,8360/1,358,C71.3
281,8382/3,358,C71.3
290,8400/1,358,C71.3
289,8400/0,358,C71.3
288,8392/0,358,C71.3
287,8391/0,358,C71.3
286,8390/3,358,C71.3
285,8390/0,358,C71.3
272,8373/0,358,C71.3
282,8383/3,358,C71.3
1162,8339/3,358,C71.3
280,8381/3,358,C71.3
279,8381/1,358,C71.3
278,8381/0,358,C71.3
277,8380/3,358,C71.3
1165,8380/2,358,C71.3
276,8380/1,358,C71.3
275,8380/0,358,C71.3
283,8384/3,358,C71.3
233,8315/3,358,C71.3
240,8322/0,358,C71.3
239,8321/0,358,C71.3
238,8320/3,358,C71.3
237,8319/3,358,C71.3
236,8318/3,358,C71.3
235,8317/3,358,C71.3
258,8341/3,358,C71.3
1158,8316/1,358,C71.3
1159,8323/1,358,C71.3
232,8314/3,358,C71.3
152,8175/3,358,C71.3
230,8313/1,358,C71.3
159,8201/2,358,C71.3
228,8312/3,358,C71.3
1157,8311/3,358,C71.3
227,8311/1,358,C71.3
234,8316/3,358,C71.3
249,8331/3,358,C71.3
226,8310/3,358,C71.3
256,8337/3,358,C71.3
1161,8336/1,358,C71.3
254,8335/3,358,C71.3
1160,8335/1,358,C71.3
253,8334/0,358,C71.3
252,8333/3,358,C71.3
241,8322/3,358,C71.3
250,8332/3,358,C71.3
242,8323/0,358,C71.3
248,8330/3,358,C71.3
247,8330/1,358,C71.3
246,8330/0,358,C71.3
245,8325/0,358,C71.3
244,8324/0,358,C71.3
243,8323/3,358,C71.3
257,8340/3,358,C71.3
251,8333/0,358,C71.3
56,8070/3,358,C71.3
51,8052/2,358,C71.3
61,8074/3,358,C71.3
60,8073/3,358,C71.3
59,8072/3,358,C71.3
1141,8072/0,358,C71.3
58,8071/3,358,C71.3
63,8076/2,358,C71.3
57,8070/6,358,C71.3
64,8076/3,358,C71.3
55,8070/2,358,C71.3
1139,8070/0,358,C71.3
54,8060/0,358,C71.3
1138,8054/3,358,C71.3
1137,8054/0,358,C71.3
53,8053/0,358,C71.3
154,8190/0,358,C71.3
1140,8071/2,358,C71.3
1142,8084/0,358,C71.3
78,8093/3,358,C71.3
77,8092/3,358,C71.3
76,8091/3,358,C71.3
75,8090/3,358,C71.3
74,8090/1,358,C71.3
1144,8086/3,358,C71.3
62,8075/3,358,C71.3
72,8084/3,358,C71.3
50,8052/0,358,C71.3
71,8083/3,358,C71.3
70,8082/3,358,C71.3
69,8081/2,358,C71.3
68,8080/2,358,C71.3
67,8078/3,358,C71.3
66,8077/2,358,C71.3
65,8077/0,358,C71.3
1143,8085/3,358,C71.3
23,8012/3,358,C71.3
52,8052/3,358,C71.3
1136,8023/3,358,C71.3
29,8022/3,358,C71.3
28,8021/3,358,C71.3
27,8020/3,358,C71.3
26,8015/3,358,C71.3
31,8031/3,358,C71.3
24,8013/3,358,C71.3
32,8032/3,358,C71.3
22,8011/3,358,C71.3
21,8011/0,358,C71.3
20,8010/9,358,C71.3
19,8010/6,358,C71.3
18,8010/3,358,C71.3
17,8010/2,358,C71.3
16,8010/0,358,C71.3
25,8014/3,358,C71.3
40,8043/3,358,C71.3
49,8051/3,358,C71.3
48,8051/0,358,C71.3
47,8050/3,358,C71.3
46,8050/2,358,C71.3
45,8050/0,358,C71.3
43,8046/3,358,C71.3
30,8030/3,358,C71.3
41,8044/3,358,C71.3
81,8096/0,358,C71.3
39,8042/3,358,C71.3
38,8041/3,358,C71.3
37,8040/1,358,C71.3
36,8040/0,358,C71.3
35,8035/3,358,C71.3
34,8034/3,358,C71.3
33,8033/3,358,C71.3
42,8045/3,358,C71.3
125,8150/3,358,C71.3
79,8094/3,358,C71.3
1149,8158/3,358,C71.3
136,8156/3,358,C71.3
134,8155/3,358,C71.3
132,8154/3,358,C71.3
131,8153/3,358,C71.3
139,8160/3,358,C71.3
127,8151/3,358,C71.3
140,8161/0,358,C71.3
123,8150/0,358,C71.3
122,8149/0,358,C71.3
121,8148/2,358,C71.3
120,8148/0,358,C71.3
119,8147/3,358,C71.3
118,8147/0,358,C71.3
117,8146/0,358,C71.3
129,8152/3,358,C71.3
148,8171/3,358,C71.3
157,8200/0,358,C71.3
156,8191/0,358,C71.3
155,8190/3,358,C71.3
153,8180/3,358,C71.3
293,8401/3,358,C71.3
151,8174/3,358,C71.3
138,8160/0,358,C71.3
149,8172/3,358,C71.3
1148,8144/0,358,C71.3
147,8170/3,358,C71.3
146,8170/0,358,C71.3
145,8163/3,358,C71.3
144,8163/2,358,C71.3
143,8163/0,358,C71.3
142,8162/3,358,C71.3
141,8161/3,358,C71.3
150,8173/3,358,C71.3
87,8102/3,358,C71.3
95,8120/3,358,C71.3
94,8120/2,358,C71.3
92,8120/0,358,C71.3
90,8110/3,358,C71.3
89,8110/0,358,C71.3
1147,8104/0,358,C71.3
116,8145/3,358,C71.3
88,8103/0,358,C71.3
98,8121/3,358,C71.3
86,8102/0,358,C71.3
85,8101/0,358,C71.3
1145,8100/3,358,C71.3
84,8100/0,358,C71.3
83,8098/3,358,C71.3
82,8097/3,358,C71.3
158,8200/3,358,C71.3
1146,8103/1,358,C71.3
105,8131/3,358,C71.3
80,8095/3,358,C71.3
114,8143/3,358,C71.3
113,8142/3,358,C71.3
112,8141/3,358,C71.3
111,8140/6,358,C71.3
110,8140/3,358,C71.3
109,8140/2,358,C71.3
96,8121/0,358,C71.3
107,8140/0,358,C71.3
97,8121/1,358,C71.3
104,8130/3,358,C71.3
103,8130/2,358,C71.3
102,8130/1,358,C71.3
101,8124/3,358,C71.3
100,8123/3,358,C71.3
99,8122/3,358,C71.3
115,8144/3,358,C71.3
108,8140/1,358,C71.3
1175,8509/3,358,C71.3
358,8501/3,358,C71.3
382,8530/3,358,C71.3
381,8525/3,358,C71.3
380,8524/3,358,C71.3
379,8523/3,358,C71.3
378,8522/3,358,C71.3
377,8522/2,358,C71.3
376,8521/3,358,C71.3
375,8520/3,358,C71.3
374,8520/2,358,C71.3
1176,8519/2,358,C71.3
373,8514/3,358,C71.3
372,8513/3,358,C71.3
384,8541/3,358,C71.3
366,8505/0,358,C71.3
359,8502/3,358,C71.3
360,8503/0,358,C71.3
361,8503/2,358,C71.3
362,8503/3,358,C71.3
363,8504/0,358,C71.3
371,8512/3,358,C71.3
365,8504/3,358,C71.3
370,8510/3,358,C71.3
367,8506/0,358,C71.3
368,8507/2,358,C71.3
1173,8507/3,358,C71.3
369,8508/3,358,C71.3
1174,8509/2,358,C71.3
385,8542/3,358,C71.3
364,8504/2,358,C71.3
403,8575/3,358,C71.3
291,8400/3,358,C71.3
292,8401/0,358,C71.3
422,8589/3,358,C71.3
421,8588/3,358,C71.3
420,8587/0,358,C71.3
419,8586/3,358,C71.3
418,8585/3,358,C71.3
416,8584/3,358,C71.3
414,8583/3,358,C71.3
412,8582/3,358,C71.3
410,8581/3,358,C71.3
408,8580/3,358,C71.3
407,8580/1,358,C71.3
383,8540/3,358,C71.3
397,8562/3,358,C71.3
386,8543/3,358,C71.3
388,8550/0,358,C71.3
389,8550/1,358,C71.3
391,8551/3,358,C71.3
394,8560/0,358,C71.3
406,8580/0,358,C71.3
396,8561/0,358,C71.3
404,8576/3,358,C71.3
398,8570/3,358,C71.3
399,8571/3,358,C71.3
400,8572/3,358,C71.3
401,8573/3,358,C71.3
402,8574/3,358,C71.3
390,8550/3,358,C71.3
395,8560/3,358,C71.3
1167,8409/2,358,C71.3
321,8442/1,358,C71.3
320,8441/3,358,C71.3
1168,8441/2,358,C71.3
319,8441/0,358,C71.3
318,8440/3,358,C71.3
317,8440/0,358,C71.3
315,8430/3,358,C71.3
314,8430/1,358,C71.3
312,8420/3,358,C71.3
311,8420/0,358,C71.3
310,8413/3,358,C71.3
309,8410/3,358,C71.3
322,8443/0,358,C71.3
307,8409/3,358,C71.3
306,8409/0,358,C71.3
305,8408/3,358,C71.3
302,8407/3,358,C71.3
301,8407/0,358,C71.3
1166,8406/3,358,C71.3
300,8406/0,358,C71.3
299,8405/0,358,C71.3
298,8404/0,358,C71.3
297,8403/3,358,C71.3
296,8403/0,358,C71.3
295,8402/3,358,C71.3
357,8501/2,358,C71.3
392,8552/3,358,C71.3
294,8402/0,358,C71.3
308,8410/0,358,C71.3
340,8470/2,358,C71.3
352,8490/3,358,C71.3
351,8482/3,358,C71.3
350,8481/3,358,C71.3
349,8480/6,358,C71.3
348,8480/3,358,C71.3
347,8480/1,358,C71.3
346,8480/0,358,C71.3
1172,8474/3,358,C71.3
1171,8474/1,358,C71.3
1170,8474/0,358,C71.3
303,8408/0,358,C71.3
324,8450/0,358,C71.3
341,8470/3,358,C71.3
353,8490/6,358,C71.3
355,8500/2,358,C71.3
325,8450/3,358,C71.3
326,8451/1,358,C71.3
327,8452/1,358,C71.3
328,8452/3,358,C71.3
344,8472/1,358,C71.3
329,8453/0,358,C71.3
339,8470/0,358,C71.3
330,8453/2,358,C71.3
331,8453/3,358,C71.3
332,8454/0,358,C71.3
1169,8460/2,358,C71.3
334,8460/3,358,C71.3
335,8461/0,358,C71.3
336,8461/3,358,C71.3
356,8500/3,358,C71.3
201,8260/0,359,C71.4
207,8263/0,359,C71.4
206,8262/3,359,C71.4
205,8261/3,359,C71.4
204,8261/2,359,C71.4
203,8261/0,359,C71.4
202,8260/3,359,C71.4
1155,8260/1,359,C71.4
1154,8257/3,359,C71.4
1153,8256/3,359,C71.4
200,8255/3,359,C71.4
199,8254/3,359,C71.4
208,8263/2,359,C71.4
1152,8253/2,359,C71.4
215,8272/0,359,C71.4
197,8252/3,359,C71.4
196,8251/3,359,C71.4
198,8253/3,359,C71.4
1156,8273/3,359,C71.4
224,8300/3,359,C71.4
223,8300/0,359,C71.4
222,8290/3,359,C71.4
221,8290/0,359,C71.4
220,8281/3,359,C71.4
219,8281/0,359,C71.4
213,8270/3,359,C71.4
217,8280/0,359,C71.4
209,8263/3,359,C71.4
216,8272/3,359,C71.4
190,8247/3,359,C71.4
214,8271/0,359,C71.4
195,8251/0,359,C71.4
212,8270/0,359,C71.4
211,8265/3,359,C71.4
210,8264/0,359,C71.4
218,8280/3,359,C71.4
167,8211/3,359,C71.4
192,8249/3,359,C71.4
174,8220/3,359,C71.4
173,8220/0,359,C71.4
172,8215/3,359,C71.4
171,8214/3,359,C71.4
170,8213/3,359,C71.4
176,8221/3,359,C71.4
168,8212/0,359,C71.4
177,8230/2,359,C71.4
166,8211/0,359,C71.4
165,8210/3,359,C71.4
164,8210/2,359,C71.4
163,8210/0,359,C71.4
162,8204/0,359,C71.4
161,8202/0,359,C71.4
160,8201/3,359,C71.4
169,8213/0,359,C71.4
187,8245/1,359,C71.4
1151,8250/2,359,C71.4
193,8250/1,359,C71.4
1150,8250/0,359,C71.4
225,8310/0,359,C71.4
191,8248/1,359,C71.4
231,8313/3,359,C71.4
175,8221/0,359,C71.4
188,8245/3,359,C71.4
194,8250/3,359,C71.4
186,8244/3,359,C71.4
185,8243/3,359,C71.4
184,8242/3,359,C71.4
182,8241/3,359,C71.4
181,8240/3,359,C71.4
179,8231/3,359,C71.4
178,8230/3,359,C71.4
189,8246/3,359,C71.4
1164,8349/1,359,C71.4
229,8313/0,359,C71.4
271,8372/0,359,C71.4
270,8371/0,359,C71.4
269,8370/3,359,C71.4
268,8370/0,359,C71.4
267,8361/0,359,C71.4
273,8374/0,359,C71.4
265,8350/3,359,C71.4
274,8375/0,359,C71.4
1163,8348/1,359,C71.4
264,8347/3,359,C71.4
263,8346/3,359,C71.4
262,8345/3,359,C71.4
261,8344/3,359,C71.4
260,8343/3,359,C71.4
259,8342/3,359,C71.4
266,8360/1,359,C71.4
281,8382/3,359,C71.4
290,8400/1,359,C71.4
289,8400/0,359,C71.4
288,8392/0,359,C71.4
287,8391/0,359,C71.4
286,8390/3,359,C71.4
285,8390/0,359,C71.4
272,8373/0,359,C71.4
282,8383/3,359,C71.4
1162,8339/3,359,C71.4
280,8381/3,359,C71.4
279,8381/1,359,C71.4
278,8381/0,359,C71.4
277,8380/3,359,C71.4
1165,8380/2,359,C71.4
276,8380/1,359,C71.4
275,8380/0,359,C71.4
283,8384/3,359,C71.4
233,8315/3,359,C71.4
240,8322/0,359,C71.4
239,8321/0,359,C71.4
238,8320/3,359,C71.4
237,8319/3,359,C71.4
236,8318/3,359,C71.4
235,8317/3,359,C71.4
258,8341/3,359,C71.4
1158,8316/1,359,C71.4
1159,8323/1,359,C71.4
232,8314/3,359,C71.4
152,8175/3,359,C71.4
230,8313/1,359,C71.4
159,8201/2,359,C71.4
228,8312/3,359,C71.4
1157,8311/3,359,C71.4
227,8311/1,359,C71.4
234,8316/3,359,C71.4
249,8331/3,359,C71.4
226,8310/3,359,C71.4
256,8337/3,359,C71.4
1161,8336/1,359,C71.4
254,8335/3,359,C71.4
1160,8335/1,359,C71.4
253,8334/0,359,C71.4
252,8333/3,359,C71.4
