Международная классификация болезней – Онкология (3 издание). Морфологические коды,Международная классификация болезней – Онкология (3 издание). Морфологические коды,Международная классификация болезней – Онкология (3 издание). Топографические коды,Международная классификация болезней – Онкология (3 издание). Топографические коды
1.2.643.5.1.13.13.11.1486,1.2.643.5.1.13.13.11.1486,1.2.643.5.1.13.13.11.1487,1.2.643.5.1.13.13.11.1487
ID,CODE,ID,CODE
329,8453/0,247,C49.6
339,8470/0,247,C49.6
330,8453/2,247,C49.6
331,8453/3,247,C49.6
332,8454/0,247,C49.6
1169,8460/2,247,C49.6
334,8460/3,247,C49.6
335,8461/0,247,C49.6
336,8461/3,247,C49.6
356,8500/3,247,C49.6
201,8260/0,248,C49.8
207,8263/0,248,C49.8
206,8262/3,248,C49.8
205,8261/3,248,C49.8
204,8261/2,248,C49.8
203,8261/0,248,C49.8
202,8260/3,248,C49.8
1155,8260/1,248,C49.8
1154,8257/3,248,C49.8
1153,8256/3,248,C49.8
200,8255/3,248,C49.8
199,8254/3,248,C49.8
208,8263/2,248,C49.8
1152,8253/2,248,C49.8
215,8272/0,248,C49.8
197,8252/3,248,C49.8
196,8251/3,248,C49.8
198,8253/3,248,C49.8
1156,8273/3,248,C49.8
224,8300/3,248,C49.8
223,8300/0,248,C49.8
222,8290/3,248,C49.8
221,8290/0,248,C49.8
220,8281/3,248,C49.8
219,8281/0,248,C49.8
213,8270/3,248,C49.8
217,8280/0,248,C49.8
209,8263/3,248,C49.8
216,8272/3,248,C49.8
190,8247/3,248,C49.8
214,8271/0,248,C49.8
195,8251/0,248,C49.8
212,8270/0,248,C49.8
211,8265/3,248,C49.8
210,8264/0,248,C49.8
218,8280/3,248,C49.8
167,8211/3,248,C49.8
192,8249/3,248,C49.8
174,8220/3,248,C49.8
173,8220/0,248,C49.8
172,8215/3,248,C49.8
171,8214/3,248,C49.8
170,8213/3,248,C49.8
176,8221/3,248,C49.8
168,8212/0,248,C49.8
177,8230/2,248,C49.8
166,8211/0,248,C49.8
165,8210/3,248,C49.8
164,8210/2,248,C49.8
163,8210/0,248,C49.8
162,8204/0,248,C49.8
161,8202/0,248,C49.8
160,8201/3,248,C49.8
169,8213/0,248,C49.8
187,8245/1,248,C49.8
1151,8250/2,248,C49.8
193,8250/1,248,C49.8
1150,8250/0,248,C49.8
225,8310/0,248,C49.8
191,8248/1,248,C49.8
231,8313/3,248,C49.8
175,8221/0,248,C49.8
188,8245/3,248,C49.8
194,8250/3,248,C49.8
186,8244/3,248,C49.8
185,8243/3,248,C49.8
184,8242/3,248,C49.8
182,8241/3,248,C49.8
181,8240/3,248,C49.8
179,8231/3,248,C49.8
178,8230/3,248,C49.8
189,8246/3,248,C49.8
1164,8349/1,248,C49.8
229,8313/0,248,C49.8
271,8372/0,248,C49.8
270,8371/0,248,C49.8
269,8370/3,248,C49.8
268,8370/0,248,C49.8
267,8361/0,248,C49.8
273,8374/0,248,C49.8
265,8350/3,248,C49.8
274,8375/0,248,C49.8
1163,8348/1,248,C49.8
264,8347/3,248,C49.8
263,8346/3,248,C49.8
262,8345/3,248,C49.8
261,8344/3,248,C49.8
260,8343/3,248,C49.8
259,8342/3,248,C49.8
266,8360/1,248,C49.8
281,8382/3,248,C49.8
290,8400/1,248,C49.8
289,8400/0,248,C49.8
288,8392/0,248,C49.8
287,8391/0,248,C49.8
286,8390/3,248,C49.8
285,8390/0,248,C49.8
272,8373/0,248,C49.8
282,8383/3,248,C49.8
1162,8339/3,248,C49.8
280,8381/3,248,C49.8
279,8381/1,248,C49.8
278,8381/0,248,C49.8
277,8380/3,248,C49.8
1165,8380/2,248,C49.8
276,8380/1,248,C49.8
275,8380/0,248,C49.8
283,8384/3,248,C49.8
233,8315/3,248,C49.8
240,8322/0,248,C49.8
239,8321/0,248,C49.8
238,8320/3,248,C49.8
237,8319/3,248,C49.8
236,8318/3,248,C49.8
235,8317/3,248,C49.8
258,8341/3,248,C49.8
1158,8316/1,248,C49.8
1159,8323/1,248,C49.8
232,8314/3,248,C49.8
152,8175/3,248,C49.8
230,8313/1,248,C49.8
159,8201/2,248,C49.8
228,8312/3,248,C49.8
1157,8311/3,248,C49.8
227,8311/1,248,C49.8
234,8316/3,248,C49.8
249,8331/3,248,C49.8
226,8310/3,248,C49.8
256,8337/3,248,C49.8
1161,8336/1,248,C49.8
254,8335/3,248,C49.8
1160,8335/1,248,C49.8
253,8334/0,248,C49.8
252,8333/3,248,C49.8
241,8322/3,248,C49.8
250,8332/3,248,C49.8
242,8323/0,248,C49.8
248,8330/3,248,C49.8
247,8330/1,248,C49.8
246,8330/0,248,C49.8
245,8325/0,248,C49.8
244,8324/0,248,C49.8
243,8323/3,248,C49.8
257,8340/3,248,C49.8
251,8333/0,248,C49.8
56,8070/3,248,C49.8
51,8052/2,248,C49.8
61,8074/3,248,C49.8
60,8073/3,248,C49.8
59,8072/3,248,C49.8
1141,8072/0,248,C49.8
58,8071/3,248,C49.8
63,8076/2,248,C49.8
57,8070/6,248,C49.8
64,8076/3,248,C49.8
55,8070/2,248,C49.8
1139,8070/0,248,C49.8
54,8060/0,248,C49.8
1138,8054/3,248,C49.8
1137,8054/0,248,C49.8
53,8053/0,248,C49.8
154,8190/0,248,C49.8
1140,8071/2,248,C49.8
1142,8084/0,248,C49.8
78,8093/3,248,C49.8
77,8092/3,248,C49.8
76,8091/3,248,C49.8
75,8090/3,248,C49.8
74,8090/1,248,C49.8
1144,8086/3,248,C49.8
62,8075/3,248,C49.8
72,8084/3,248,C49.8
50,8052/0,248,C49.8
71,8083/3,248,C49.8
70,8082/3,248,C49.8
69,8081/2,248,C49.8
68,8080/2,248,C49.8
67,8078/3,248,C49.8
66,8077/2,248,C49.8
65,8077/0,248,C49.8
1143,8085/3,248,C49.8
23,8012/3,248,C49.8
52,8052/3,248,C49.8
1136,8023/3,248,C49.8
29,8022/3,248,C49.8
28,8021/3,248,C49.8
27,8020/3,248,C49.8
26,8015/3,248,C49.8
31,8031/3,248,C49.8
24,8013/3,248,C49.8
32,8032/3,248,C49.8
22,8011/3,248,C49.8
21,8011/0,248,C49.8
20,8010/9,248,C49.8
19,8010/6,248,C49.8
18,8010/3,248,C49.8
17,8010/2,248,C49.8
16,8010/0,248,C49.8
25,8014/3,248,C49.8
40,8043/3,248,C49.8
49,8051/3,248,C49.8
48,8051/0,248,C49.8
47,8050/3,248,C49.8
46,8050/2,248,C49.8
45,8050/0,248,C49.8
43,8046/3,248,C49.8
30,8030/3,248,C49.8
41,8044/3,248,C49.8
81,8096/0,248,C49.8
39,8042/3,248,C49.8
38,8041/3,248,C49.8
37,8040/1,248,C49.8
36,8040/0,248,C49.8
35,8035/3,248,C49.8
34,8034/3,248,C49.8
33,8033/3,248,C49.8
42,8045/3,248,C49.8
125,8150/3,248,C49.8
79,8094/3,248,C49.8
1149,8158/3,248,C49.8
136,8156/3,248,C49.8
134,8155/3,248,C49.8
132,8154/3,248,C49.8
131,8153/3,248,C49.8
139,8160/3,248,C49.8
127,8151/3,248,C49.8
140,8161/0,248,C49.8
123,8150/0,248,C49.8
122,8149/0,248,C49.8
121,8148/2,248,C49.8
120,8148/0,248,C49.8
119,8147/3,248,C49.8
118,8147/0,248,C49.8
117,8146/0,248,C49.8
129,8152/3,248,C49.8
148,8171/3,248,C49.8
157,8200/0,248,C49.8
156,8191/0,248,C49.8
155,8190/3,248,C49.8
153,8180/3,248,C49.8
293,8401/3,248,C49.8
151,8174/3,248,C49.8
138,8160/0,248,C49.8
149,8172/3,248,C49.8
1148,8144/0,248,C49.8
147,8170/3,248,C49.8
146,8170/0,248,C49.8
145,8163/3,248,C49.8
144,8163/2,248,C49.8
143,8163/0,248,C49.8
142,8162/3,248,C49.8
141,8161/3,248,C49.8
150,8173/3,248,C49.8
87,8102/3,248,C49.8
95,8120/3,248,C49.8
94,8120/2,248,C49.8
92,8120/0,248,C49.8
90,8110/3,248,C49.8
89,8110/0,248,C49.8
1147,8104/0,248,C49.8
116,8145/3,248,C49.8
88,8103/0,248,C49.8
98,8121/3,248,C49.8
86,8102/0,248,C49.8
85,8101/0,248,C49.8
1145,8100/3,248,C49.8
84,8100/0,248,C49.8
83,8098/3,248,C49.8
82,8097/3,248,C49.8
158,8200/3,248,C49.8
1146,8103/1,248,C49.8
105,8131/3,248,C49.8
80,8095/3,248,C49.8
114,8143/3,248,C49.8
113,8142/3,248,C49.8
112,8141/3,248,C49.8
111,8140/6,248,C49.8
110,8140/3,248,C49.8
109,8140/2,248,C49.8
96,8121/0,248,C49.8
107,8140/0,248,C49.8
97,8121/1,248,C49.8
104,8130/3,248,C49.8
103,8130/2,248,C49.8
102,8130/1,248,C49.8
101,8124/3,248,C49.8
100,8123/3,248,C49.8
99,8122/3,248,C49.8
115,8144/3,248,C49.8
108,8140/1,248,C49.8
1175,8509/3,248,C49.8
358,8501/3,248,C49.8
382,8530/3,248,C49.8
381,8525/3,248,C49.8
380,8524/3,248,C49.8
379,8523/3,248,C49.8
378,8522/3,248,C49.8
377,8522/2,248,C49.8
376,8521/3,248,C49.8
375,8520/3,248,C49.8
374,8520/2,248,C49.8
1176,8519/2,248,C49.8
373,8514/3,248,C49.8
372,8513/3,248,C49.8
384,8541/3,248,C49.8
366,8505/0,248,C49.8
359,8502/3,248,C49.8
360,8503/0,248,C49.8
361,8503/2,248,C49.8
362,8503/3,248,C49.8
363,8504/0,248,C49.8
371,8512/3,248,C49.8
365,8504/3,248,C49.8
370,8510/3,248,C49.8
367,8506/0,248,C49.8
368,8507/2,248,C49.8
1173,8507/3,248,C49.8
369,8508/3,248,C49.8
1174,8509/2,248,C49.8
385,8542/3,248,C49.8
364,8504/2,248,C49.8
403,8575/3,248,C49.8
291,8400/3,248,C49.8
292,8401/0,248,C49.8
422,8589/3,248,C49.8
421,8588/3,248,C49.8
420,8587/0,248,C49.8
419,8586/3,248,C49.8
418,8585/3,248,C49.8
416,8584/3,248,C49.8
414,8583/3,248,C49.8
412,8582/3,248,C49.8
410,8581/3,248,C49.8
408,8580/3,248,C49.8
407,8580/1,248,C49.8
383,8540/3,248,C49.8
397,8562/3,248,C49.8
386,8543/3,248,C49.8
388,8550/0,248,C49.8
389,8550/1,248,C49.8
391,8551/3,248,C49.8
394,8560/0,248,C49.8
406,8580/0,248,C49.8
396,8561/0,248,C49.8
404,8576/3,248,C49.8
398,8570/3,248,C49.8
399,8571/3,248,C49.8
400,8572/3,248,C49.8
401,8573/3,248,C49.8
402,8574/3,248,C49.8
390,8550/3,248,C49.8
395,8560/3,248,C49.8
1167,8409/2,248,C49.8
321,8442/1,248,C49.8
320,8441/3,248,C49.8
1168,8441/2,248,C49.8
319,8441/0,248,C49.8
318,8440/3,248,C49.8
317,8440/0,248,C49.8
315,8430/3,248,C49.8
314,8430/1,248,C49.8
312,8420/3,248,C49.8
311,8420/0,248,C49.8
310,8413/3,248,C49.8
309,8410/3,248,C49.8
322,8443/0,248,C49.8
307,8409/3,248,C49.8
306,8409/0,248,C49.8
305,8408/3,248,C49.8
302,8407/3,248,C49.8
301,8407/0,248,C49.8
1166,8406/3,248,C49.8
300,8406/0,248,C49.8
299,8405/0,248,C49.8
298,8404/0,248,C49.8
297,8403/3,248,C49.8
296,8403/0,248,C49.8
295,8402/3,248,C49.8
357,8501/2,248,C49.8
392,8552/3,248,C49.8
294,8402/0,248,C49.8
308,8410/0,248,C49.8
340,8470/2,248,C49.8
352,8490/3,248,C49.8
351,8482/3,248,C49.8
350,8481/3,248,C49.8
349,8480/6,248,C49.8
348,8480/3,248,C49.8
347,8480/1,248,C49.8
346,8480/0,248,C49.8
1172,8474/3,248,C49.8
1171,8474/1,248,C49.8
1170,8474/0,248,C49.8
303,8408/0,248,C49.8
324,8450/0,248,C49.8
341,8470/3,248,C49.8
353,8490/6,248,C49.8
355,8500/2,248,C49.8
325,8450/3,248,C49.8
326,8451/1,248,C49.8
327,8452/1,248,C49.8
328,8452/3,248,C49.8
344,8472/1,248,C49.8
329,8453/0,248,C49.8
339,8470/0,248,C49.8
330,8453/2,248,C49.8
331,8453/3,248,C49.8
332,8454/0,248,C49.8
1169,8460/2,248,C49.8
334,8460/3,248,C49.8
335,8461/0,248,C49.8
336,8461/3,248,C49.8
356,8500/3,248,C49.8
201,8260/0,249,C49.9
207,8263/0,249,C49.9
206,8262/3,249,C49.9
205,8261/3,249,C49.9
204,8261/2,249,C49.9
203,8261/0,249,C49.9
202,8260/3,249,C49.9
1155,8260/1,249,C49.9
1154,8257/3,249,C49.9
1153,8256/3,249,C49.9
200,8255/3,249,C49.9
199,8254/3,249,C49.9
208,8263/2,249,C49.9
1152,8253/2,249,C49.9
215,8272/0,249,C49.9
197,8252/3,249,C49.9
196,8251/3,249,C49.9
198,8253/3,249,C49.9
1156,8273/3,249,C49.9
224,8300/3,249,C49.9
223,8300/0,249,C49.9
222,8290/3,249,C49.9
221,8290/0,249,C49.9
220,8281/3,249,C49.9
219,8281/0,249,C49.9
213,8270/3,249,C49.9
217,8280/0,249,C49.9
209,8263/3,249,C49.9
216,8272/3,249,C49.9
190,8247/3,249,C49.9
214,8271/0,249,C49.9
195,8251/0,249,C49.9
212,8270/0,249,C49.9
211,8265/3,249,C49.9
210,8264/0,249,C49.9
218,8280/3,249,C49.9
167,8211/3,249,C49.9
192,8249/3,249,C49.9
174,8220/3,249,C49.9
173,8220/0,249,C49.9
172,8215/3,249,C49.9
171,8214/3,249,C49.9
170,8213/3,249,C49.9
176,8221/3,249,C49.9
168,8212/0,249,C49.9
177,8230/2,249,C49.9
166,8211/0,249,C49.9
165,8210/3,249,C49.9
164,8210/2,249,C49.9
163,8210/0,249,C49.9
162,8204/0,249,C49.9
161,8202/0,249,C49.9
160,8201/3,249,C49.9
169,8213/0,249,C49.9
187,8245/1,249,C49.9
1151,8250/2,249,C49.9
193,8250/1,249,C49.9
1150,8250/0,249,C49.9
225,8310/0,249,C49.9
191,8248/1,249,C49.9
231,8313/3,249,C49.9
175,8221/0,249,C49.9
188,8245/3,249,C49.9
194,8250/3,249,C49.9
186,8244/3,249,C49.9
185,8243/3,249,C49.9
184,8242/3,249,C49.9
182,8241/3,249,C49.9
181,8240/3,249,C49.9
179,8231/3,249,C49.9
178,8230/3,249,C49.9
189,8246/3,249,C49.9
1164,8349/1,249,C49.9
229,8313/0,249,C49.9
271,8372/0,249,C49.9
270,8371/0,249,C49.9
269,8370/3,249,C49.9
268,8370/0,249,C49.9
267,8361/0,249,C49.9
273,8374/0,249,C49.9
265,8350/3,249,C49.9
274,8375/0,249,C49.9
1163,8348/1,249,C49.9
264,8347/3,249,C49.9
263,8346/3,249,C49.9
262,8345/3,249,C49.9
261,8344/3,249,C49.9
260,8343/3,249,C49.9
259,8342/3,249,C49.9
266,8360/1,249,C49.9
281,8382/3,249,C49.9
290,8400/1,249,C49.9
289,8400/0,249,C49.9
288,8392/0,249,C49.9
287,8391/0,249,C49.9
286,8390/3,249,C49.9
285,8390/0,249,C49.9
272,8373/0,249,C49.9
282,8383/3,249,C49.9
1162,8339/3,249,C49.9
280,8381/3,249,C49.9
279,8381/1,249,C49.9
278,8381/0,249,C49.9
277,8380/3,249,C49.9
1165,8380/2,249,C49.9
276,8380/1,249,C49.9
275,8380/0,249,C49.9
283,8384/3,249,C49.9
233,8315/3,249,C49.9
240,8322/0,249,C49.9
239,8321/0,249,C49.9
238,8320/3,249,C49.9
237,8319/3,249,C49.9
236,8318/3,249,C49.9
235,8317/3,249,C49.9
258,8341/3,249,C49.9
1158,8316/1,249,C49.9
1159,8323/1,249,C49.9
232,8314/3,249,C49.9
152,8175/3,249,C49.9
230,8313/1,249,C49.9
159,8201/2,249,C49.9
228,8312/3,249,C49.9
1157,8311/3,249,C49.9
227,8311/1,249,C49.9
234,8316/3,249,C49.9
249,8331/3,249,C49.9
226,8310/3,249,C49.9
256,8337/3,249,C49.9
1161,8336/1,249,C49.9
254,8335/3,249,C49.9
1160,8335/1,249,C49.9
253,8334/0,249,C49.9
252,8333/3,249,C49.9
241,8322/3,249,C49.9
250,8332/3,249,C49.9
242,8323/0,249,C49.9
248,8330/3,249,C49.9
247,8330/1,249,C49.9
246,8330/0,249,C49.9
245,8325/0,249,C49.9
244,8324/0,249,C49.9
243,8323/3,249,C49.9
257,8340/3,249,C49.9
251,8333/0,249,C49.9
56,8070/3,249,C49.9
51,8052/2,249,C49.9
61,8074/3,249,C49.9
60,8073/3,249,C49.9
59,8072/3,249,C49.9
1141,8072/0,249,C49.9
58,8071/3,249,C49.9
63,8076/2,249,C49.9
57,8070/6,249,C49.9
64,8076/3,249,C49.9
55,8070/2,249,C49.9
1139,8070/0,249,C49.9
54,8060/0,249,C49.9
1138,8054/3,249,C49.9
1137,8054/0,249,C49.9
53,8053/0,249,C49.9
154,8190/0,249,C49.9
1140,8071/2,249,C49.9
1142,8084/0,249,C49.9
78,8093/3,249,C49.9
77,8092/3,249,C49.9
76,8091/3,249,C49.9
75,8090/3,249,C49.9
74,8090/1,249,C49.9
1144,8086/3,249,C49.9
62,8075/3,249,C49.9
72,8084/3,249,C49.9
50,8052/0,249,C49.9
71,8083/3,249,C49.9
70,8082/3,249,C49.9
69,8081/2,249,C49.9
68,8080/2,249,C49.9
67,8078/3,249,C49.9
66,8077/2,249,C49.9
65,8077/0,249,C49.9
1143,8085/3,249,C49.9
23,8012/3,249,C49.9
52,8052/3,249,C49.9
1136,8023/3,249,C49.9
29,8022/3,249,C49.9
28,8021/3,249,C49.9
27,8020/3,249,C49.9
26,8015/3,249,C49.9
31,8031/3,249,C49.9
24,8013/3,249,C49.9
32,8032/3,249,C49.9
22,8011/3,249,C49.9
21,8011/0,249,C49.9
20,8010/9,249,C49.9
19,8010/6,249,C49.9
18,8010/3,249,C49.9
17,8010/2,249,C49.9
16,8010/0,249,C49.9
25,8014/3,249,C49.9
40,8043/3,249,C49.9
49,8051/3,249,C49.9
48,8051/0,249,C49.9
47,8050/3,249,C49.9
46,8050/2,249,C49.9
45,8050/0,249,C49.9
43,8046/3,249,C49.9
30,8030/3,249,C49.9
41,8044/3,249,C49.9
81,8096/0,249,C49.9
39,8042/3,249,C49.9
38,8041/3,249,C49.9
37,8040/1,249,C49.9
36,8040/0,249,C49.9
35,8035/3,249,C49.9
34,8034/3,249,C49.9
33,8033/3,249,C49.9
42,8045/3,249,C49.9
125,8150/3,249,C49.9
79,8094/3,249,C49.9
1149,8158/3,249,C49.9
136,8156/3,249,C49.9
134,8155/3,249,C49.9
132,8154/3,249,C49.9
131,8153/3,249,C49.9
139,8160/3,249,C49.9
127,8151/3,249,C49.9
140,8161/0,249,C49.9
123,8150/0,249,C49.9
122,8149/0,249,C49.9
121,8148/2,249,C49.9
120,8148/0,249,C49.9
119,8147/3,249,C49.9
118,8147/0,249,C49.9
117,8146/0,249,C49.9
129,8152/3,249,C49.9
148,8171/3,249,C49.9
157,8200/0,249,C49.9
156,8191/0,249,C49.9
155,8190/3,249,C49.9
153,8180/3,249,C49.9
293,8401/3,249,C49.9
151,8174/3,249,C49.9
138,8160/0,249,C49.9
149,8172/3,249,C49.9
1148,8144/0,249,C49.9
147,8170/3,249,C49.9
146,8170/0,249,C49.9
145,8163/3,249,C49.9
144,8163/2,249,C49.9
143,8163/0,249,C49.9
142,8162/3,249,C49.9
141,8161/3,249,C49.9
150,8173/3,249,C49.9
87,8102/3,249,C49.9
95,8120/3,249,C49.9
94,8120/2,249,C49.9
92,8120/0,249,C49.9
90,8110/3,249,C49.9
89,8110/0,249,C49.9
1147,8104/0,249,C49.9
116,8145/3,249,C49.9
88,8103/0,249,C49.9
98,8121/3,249,C49.9
86,8102/0,249,C49.9
85,8101/0,249,C49.9
1145,8100/3,249,C49.9
84,8100/0,249,C49.9
83,8098/3,249,C49.9
82,8097/3,249,C49.9
158,8200/3,249,C49.9
1146,8103/1,249,C49.9
105,8131/3,249,C49.9
80,8095/3,249,C49.9
114,8143/3,249,C49.9
113,8142/3,249,C49.9
112,8141/3,249,C49.9
111,8140/6,249,C49.9
110,8140/3,249,C49.9
109,8140/2,249,C49.9
96,8121/0,249,C49.9
107,8140/0,249,C49.9
97,8121/1,249,C49.9
104,8130/3,249,C49.9
103,8130/2,249,C49.9
102,8130/1,249,C49.9
101,8124/3,249,C49.9
100,8123/3,249,C49.9
99,8122/3,249,C49.9
115,8144/3,249,C49.9
108,8140/1,249,C49.9
1175,8509/3,249,C49.9
358,8501/3,249,C49.9
382,8530/3,249,C49.9
381,8525/3,249,C49.9
380,8524/3,249,C49.9
379,8523/3,249,C49.9
378,8522/3,249,C49.9
377,8522/2,249,C49.9
376,8521/3,249,C49.9
375,8520/3,249,C49.9
374,8520/2,249,C49.9
1176,8519/2,249,C49.9
373,8514/3,249,C49.9
372,8513/3,249,C49.9
384,8541/3,249,C49.9
366,8505/0,249,C49.9
359,8502/3,249,C49.9
360,8503/0,249,C49.9
361,8503/2,249,C49.9
362,8503/3,249,C49.9
363,8504/0,249,C49.9
371,8512/3,249,C49.9
365,8504/3,249,C49.9
370,8510/3,249,C49.9
367,8506/0,249,C49.9
368,8507/2,249,C49.9
1173,8507/3,249,C49.9
369,8508/3,249,C49.9
1174,8509/2,249,C49.9
385,8542/3,249,C49.9
364,8504/2,249,C49.9
403,8575/3,249,C49.9
291,8400/3,249,C49.9
292,8401/0,249,C49.9
422,8589/3,249,C49.9
421,8588/3,249,C49.9
420,8587/0,249,C49.9
419,8586/3,249,C49.9
418,8585/3,249,C49.9
416,8584/3,249,C49.9
414,8583/3,249,C49.9
412,8582/3,249,C49.9
410,8581/3,249,C49.9
408,8580/3,249,C49.9
407,8580/1,249,C49.9
383,8540/3,249,C49.9
397,8562/3,249,C49.9
386,8543/3,249,C49.9
388,8550/0,249,C49.9
389,8550/1,249,C49.9
391,8551/3,249,C49.9
394,8560/0,249,C49.9
406,8580/0,249,C49.9
396,8561/0,249,C49.9
404,8576/3,249,C49.9
398,8570/3,249,C49.9
399,8571/3,249,C49.9
400,8572/3,249,C49.9
401,8573/3,249,C49.9
402,8574/3,249,C49.9
390,8550/3,249,C49.9
395,8560/3,249,C49.9
1167,8409/2,249,C49.9
321,8442/1,249,C49.9
320,8441/3,249,C49.9
1168,8441/2,249,C49.9
319,8441/0,249,C49.9
318,8440/3,249,C49.9
317,8440/0,249,C49.9
315,8430/3,249,C49.9
314,8430/1,249,C49.9
312,8420/3,249,C49.9
311,8420/0,249,C49.9
310,8413/3,249,C49.9
309,8410/3,249,C49.9
322,8443/0,249,C49.9
307,8409/3,249,C49.9
306,8409/0,249,C49.9
305,8408/3,249,C49.9
302,8407/3,249,C49.9
301,8407/0,249,C49.9
1166,8406/3,249,C49.9
300,8406/0,249,C49.9
299,8405/0,249,C49.9
298,8404/0,249,C49.9
297,8403/3,249,C49.9
296,8403/0,249,C49.9
295,8402/3,249,C49.9
357,8501/2,249,C49.9
392,8552/3,249,C49.9
294,8402/0,249,C49.9
308,8410/0,249,C49.9
340,8470/2,249,C49.9
352,8490/3,249,C49.9
351,8482/3,249,C49.9
350,8481/3,249,C49.9
349,8480/6,249,C49.9
348,8480/3,249,C49.9
347,8480/1,249,C49.9
346,8480/0,249,C49.9
1172,8474/3,249,C49.9
1171,8474/1,249,C49.9
1170,8474/0,249,C49.9
303,8408/0,249,C49.9
324,8450/0,249,C49.9
341,8470/3,249,C49.9
353,8490/6,249,C49.9
355,8500/2,249,C49.9
325,8450/3,249,C49.9
326,8451/1,249,C49.9
327,8452/1,249,C49.9
328,8452/3,249,C49.9
344,8472/1,249,C49.9
329,8453/0,249,C49.9
339,8470/0,249,C49.9
330,8453/2,249,C49.9
331,8453/3,249,C49.9
332,8454/0,249,C49.9
1169,8460/2,249,C49.9
334,8460/3,249,C49.9
335,8461/0,249,C49.9
336,8461/3,249,C49.9
356,8500/3,249,C49.9
201,8260/0,236,C48.0
207,8263/0,236,C48.0
206,8262/3,236,C48.0
205,8261/3,236,C48.0
204,8261/2,236,C48.0
203,8261/0,236,C48.0
202,8260/3,236,C48.0
1155,8260/1,236,C48.0
1154,8257/3,236,C48.0
1153,8256/3,236,C48.0
200,8255/3,236,C48.0
199,8254/3,236,C48.0
208,8263/2,236,C48.0
1152,8253/2,236,C48.0
215,8272/0,236,C48.0
197,8252/3,236,C48.0
196,8251/3,236,C48.0
198,8253/3,236,C48.0
1156,8273/3,236,C48.0
224,8300/3,236,C48.0
223,8300/0,236,C48.0
222,8290/3,236,C48.0
221,8290/0,236,C48.0
220,8281/3,236,C48.0
219,8281/0,236,C48.0
213,8270/3,236,C48.0
217,8280/0,236,C48.0
209,8263/3,236,C48.0
216,8272/3,236,C48.0
190,8247/3,236,C48.0
214,8271/0,236,C48.0
195,8251/0,236,C48.0
212,8270/0,236,C48.0
211,8265/3,236,C48.0
210,8264/0,236,C48.0
218,8280/3,236,C48.0
167,8211/3,236,C48.0
192,8249/3,236,C48.0
174,8220/3,236,C48.0
173,8220/0,236,C48.0
172,8215/3,236,C48.0
171,8214/3,236,C48.0
170,8213/3,236,C48.0
176,8221/3,236,C48.0
168,8212/0,236,C48.0
177,8230/2,236,C48.0
166,8211/0,236,C48.0
165,8210/3,236,C48.0
164,8210/2,236,C48.0
163,8210/0,236,C48.0
162,8204/0,236,C48.0
161,8202/0,236,C48.0
160,8201/3,236,C48.0
169,8213/0,236,C48.0
187,8245/1,236,C48.0
1151,8250/2,236,C48.0
193,8250/1,236,C48.0
1150,8250/0,236,C48.0
225,8310/0,236,C48.0
191,8248/1,236,C48.0
231,8313/3,236,C48.0
175,8221/0,236,C48.0
188,8245/3,236,C48.0
194,8250/3,236,C48.0
186,8244/3,236,C48.0
185,8243/3,236,C48.0
184,8242/3,236,C48.0
182,8241/3,236,C48.0
181,8240/3,236,C48.0
179,8231/3,236,C48.0
178,8230/3,236,C48.0
189,8246/3,236,C48.0
1164,8349/1,236,C48.0
229,8313/0,236,C48.0
271,8372/0,236,C48.0
270,8371/0,236,C48.0
269,8370/3,236,C48.0
268,8370/0,236,C48.0
267,8361/0,236,C48.0
273,8374/0,236,C48.0
265,8350/3,236,C48.0
274,8375/0,236,C48.0
1163,8348/1,236,C48.0
264,8347/3,236,C48.0
263,8346/3,236,C48.0
262,8345/3,236,C48.0
261,8344/3,236,C48.0
260,8343/3,236,C48.0
259,8342/3,236,C48.0
266,8360/1,236,C48.0
281,8382/3,236,C48.0
290,8400/1,236,C48.0
289,8400/0,236,C48.0
288,8392/0,236,C48.0
287,8391/0,236,C48.0
286,8390/3,236,C48.0
285,8390/0,236,C48.0
272,8373/0,236,C48.0
282,8383/3,236,C48.0
1162,8339/3,236,C48.0
280,8381/3,236,C48.0
279,8381/1,236,C48.0
278,8381/0,236,C48.0
277,8380/3,236,C48.0
1165,8380/2,236,C48.0
276,8380/1,236,C48.0
275,8380/0,236,C48.0
283,8384/3,236,C48.0
233,8315/3,236,C48.0
240,8322/0,236,C48.0
239,8321/0,236,C48.0
238,8320/3,236,C48.0
237,8319/3,236,C48.0
236,8318/3,236,C48.0
235,8317/3,236,C48.0
258,8341/3,236,C48.0
1158,8316/1,236,C48.0
1159,8323/1,236,C48.0
232,8314/3,236,C48.0
152,8175/3,236,C48.0
230,8313/1,236,C48.0
159,8201/2,236,C48.0
228,8312/3,236,C48.0
1157,8311/3,236,C48.0
227,8311/1,236,C48.0
234,8316/3,236,C48.0
249,8331/3,236,C48.0
226,8310/3,236,C48.0
256,8337/3,236,C48.0
1161,8336/1,236,C48.0
254,8335/3,236,C48.0
1160,8335/1,236,C48.0
253,8334/0,236,C48.0
252,8333/3,236,C48.0
241,8322/3,236,C48.0
250,8332/3,236,C48.0
242,8323/0,236,C48.0
248,8330/3,236,C48.0
247,8330/1,236,C48.0
246,8330/0,236,C48.0
245,8325/0,236,C48.0
244,8324/0,236,C48.0
